,review
3811,hits this countrys style like an arrow to the bulls eye fragrant as can be with aromas of pineapple passion fruit tomatillo fresh pea and wheat grass if thats not enough the palate is round and spotless with a tropical overload of sweet and tart tastes finishes long and precise with radiant zest imported by adventures in wine
3812,hits with harsh stinging tannins and a tantalizing hint of cherries and quickly numbs the palate hard to tell where its going
3813,hogue emphasizes the fruit in their white wines and this lipsmacking gewürz is a good example of their style forward fresh and flavorful its simple pleasures are easy to appreciate and enjoy theres plenty of grapefruit and apricot fruit flavors firm acids and a tart full finish best buy
3814,hogues lowcost red is a roughly 5050 blend with surprising ripeness and sweetness for a wine in this price range theres just a bit of the bell pepper quality of inexpensive washington cabernet but not enough to be offputting the wine is reasonably ripe full and wellbalanced with fruit acids and tannins in equal proportion
3815,hogues reserve cabernet is tight and nicely structured with aromas of black fruits barrel toast and tar its tough and chewy herbal and tight and should be decanted so it can stretch out a bit before being drunk with the extra airtime youll get more black cherry currant and smoke and the green tannins subside
3816,holiday spice aromas are interesting enough although heavy cream and brown stemmy notes are a bit odd takes a turn for the better with flavors of dark berry cherry and allspice sour cherries mark the finish
3817,honey and dried apricot notes accent the pineappleinfelcted fruit in this fullbodied sweet auslese melon rounds out the midpalate which offers plenty of flavor and succulence if not a ton of mineral complexity
3818,honey and lanolin notes add an unctuous vibe to sweet concentrated peach and honeysuckle flavors in this semidry riesling its straightforward in its appeal yet undeniably balanced bright acidity and a clean dry finish make it a welcome companion to everything from veal schnitzel to chinese takeout
3819,honey white flower peach and lemon blossom are some of the pretty aromas on offer light and delicate it also feels creamy rich and sweet on the finish
3820,honeyed apples and pears mark the nose of this sweet but balanced auslese tasting it reveals hints of dried apricots cool mint and an earthy minerality all tied up in a clean crisp finish imported by chapin cellars
3821,honeykissed peaches waft from this ripe rich offdry riesling full of juicy luscious stone fruit and citrus its quaffable and thirst quenching yet refreshingly brisk with a lingering shower of lemonlime acidity
3822,honied aromas with apple cream and pepper flavors crisp but warm with richness great acidity this is a finely balanced wine very pure
3823,horsey and earthy in the nose this wine is a nice effort that falls short medium in weight with a smooth feel and nice tannin blueberry flavors are overcome by mushroom and red cabbage turning even weirder on the finish
3824,hot and baked with stewed blackberry flavors and a harsh finish
3825,hot and medicinal with baked flavors of berries
3826,hot and scoury in texture with a high alcohol burn in the finish but the blackberry blueberry mocha pepper and cedar flavors are pleasant
3827,hot and unbalanced in fruit with flavors that span the gamut from raisins to mint this zin is bone dry its a rustic wine with some rugged tannins and a coarse finish
3828,hot earthy aromas settle on leather and tomato while the palate is gritty and tastes of dark smoky chunky black fruit more tangy and angular on the finish than desirable with limited depth standard stuff on its best day
3829,how astonishing to find an oregon pinot noir just under 13 alcohol that is fully ripe and fragrant with a perfect balance of fruit herb and mineral the young raspberry fruit flavors and overall lightness of this wine match beautifully with lox or smoked salmon despite its elegance this strikes me as a wine that could turn out to be quite longlived given its impeccable balance
3830,how big this wine is but how drinkable now its not just the fruit which ranges from blackberries to cherries and cocoa its the tannic structure somehow its soft and intense at once totally dry and not overly alcoholic this zin picks up even more power on the finish
3831,huge wine young and tannic almost bitter now and not offering much relief but of course you dont buy beringer pr tonight there is indeed enormous cabernet flavor deep down inside offering oodles of blackberries and cherries and charry new oak but theres also a warning note of prune best after 2008
